pca1,pca2,metric,quartile
0.8765366610713184,-0.3527799527516985,4.4,3
2.510430880804842,0.334902853712663,4.9,3
3.2198787520741177,-0.20003034272821266,13.5,3
5.054135069802695,-0.9316151659283191,24.9,3
2.3072953394917204,0.015996617370584144,5.3,3
2.708652993999573,-0.5956641095098227,10.5,3
3.432819954541111,-0.793255829408271,24.7,3
4.889640192839891,-1.6130990220568289,39.2,3
5.4237380094813235,-1.6334606449107862,39.6,3
3.0667878115720764,0.18389391273175812,18.1,3
5.105772771236035,-1.6213276819087483,19.4,3
2.60671498884413,0.5193043213662493,8.1,3
5.769990770360025,-2.223646345823089,36.3,3
3.1341747212526876,-0.7947737130247278,9.2,3
6.398076587202239,-2.1997835449512326,26.6,3
4.1587604163858,-1.198545275684807,22.3,3
8.270456193187968,-3.1875510740998694,62.5,3
2.135687474295477,0.4499856698243366,4.5,3
2.0766610739902958,0.2748504225875803,9.9,3
4.187536759742115,-1.1829039511296504,15.8,3
1.578354943189433,0.12653379605090648,6.7,3
2.268963706323988,0.2352321648134809,5.9,3
2.1129963987507168,0.24711742634898254,11.6,3
3.4438455884827857,-1.7406421431844616,9.5,3
3.455062125216598,-0.7162094055481372,27.2,3
0.7804624962386055,0.5335781451947104,4.0,3
3.2512257078769737,-1.5373658167079622,4.4,3
2.0299657896628025,0.16338740116954706,10.1,3
3.757531607668319,-0.7033223569669519,22.0,3
4.18414925663778,-1.008873204252369,21.9,3
2.253745934253904,-0.4313430353591534,7.8,3
5.410719526987473,-2.8376740219843346,33.9,3
4.174141312653609,-0.6976634462565579,24.6,3
2.7005852353447,-0.8460482661235886,9.8,3
3.5680760757882126,-0.36080412745875184,30.3,3
2.1930194951399122,-0.15232566109589832,13.3,3
3.7966452854995842,-2.2193649468991214,18.4,3
1.576020560327658,0.35446218924066925,12.1,3
3.4776099207768802,-0.5262633146600136,11.7,3
1.1073947655328122,0.7635459932184001,3.6,3
1.3110941957439588,0.5701392667144548,7.5,3
7.807009467385426,-4.127405734689025,75.5,3
4.011354179329072,-1.1541662379100583,27.4,3
3.9525321059994036,-0.9109459806041559,19.5,3
4.2077960351912305,-0.8192700443624978,8.2,3
2.182255698545645,-0.19392141054292694,4.6,3
3.4759503567320715,-0.8737577324806103,15.3,3
2.4721175370832547,-0.09493614194782347,11.8,3
3.79853681363546,-1.2912481186918878,11.8,3
3.8977211262941007,-0.9553729163125964,26.4,3
1.7225680480905223,0.343157123962923,4.9,3
2.697430848965711,-0.0013697109210585655,6.6,3
3.5731117957747047,-0.5494834787952957,20.7,3
1.4553657499903598,0.724191875123501,5.8,3
1.8006186828822255,0.8835063357883266,4.2,3
2.0114275747790757,0.545655172030671,13.4,3
0.9575984248297302,-0.1772584870786079,7.4,3
4.955664108807353,-1.3724808320181248,21.0,3
4.570262553880706,-1.8056015302020478,17.4,3
5.376389341900437,-2.0234821131009104,42.1,3
2.282317048078668,-0.9570757519168362,8.9,3
3.4859205943349396,-0.6829794307572624,26.9,3
3.0845190051552254,-0.5560652271901133,13.4,3
2.2349633855034186,0.14300747957162058,4.5,3
3.4763804965560348,-1.2879602602485773,5.3,3
3.077505396240857,-0.5378863011125037,9.7,3
2.9460891776436413,-0.4774711555022212,9.4,3
3.815027376490552,-0.29178037762996484,15.0,3
