id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement,pca1,pca2,metric_value,quartile
5,1989,5,5,CHH,J.R. Reid,UNC,11.0,672.0,15370.0,5680.0,3381.0,639.0,0.472,0.135,0.716,22.9,8.5,5.0,1.0,22.5,0.07,-2.9,-3.7,1.1832492308045037,-1.017911186316288,-3.7,0
6,1989,6,6,CHI,Stacey King,Oklahoma,8.0,438.0,7406.0,2819.0,1460.0,387.0,0.478,0.235,0.707,16.9,6.4,3.3,0.9,10.9,0.071,-3.4,-2.7,-0.11148488244041418,-0.19941257689458455,-2.7,0
8,1989,8,8,DAL,Randy White,Louisiana Tech,5.0,281.0,5382.0,2083.0,1366.0,175.0,0.401,0.193,0.707,19.2,7.4,4.9,0.6,1.9,0.017,-5.0,-4.0,-0.7430554213751526,-0.0844639354538867,-4.0,0
9,1989,9,9,WSB,Tom Hammonds,Georgia Tech,12.0,687.0,10419.0,3617.0,2243.0,378.0,0.48,0.0,0.691,15.2,5.3,3.3,0.6,14.7,0.068,-3.8,-4.7,0.30821387895418434,-1.578350278956213,-4.7,0
13,1989,13,13,BOS,Michael Smith,BYU,3.0,141.0,1328.0,698.0,212.0,142.0,0.474,0.15,0.835,9.4,5.0,1.5,1.0,1.4,0.049,-3.6,-0.5,-1.269776126640779,0.22391660220206314,-0.5,0
15,1989,15,15,DEN,Todd Lichti,Stanford,5.0,237.0,4240.0,1870.0,505.0,325.0,0.46,0.244,0.789,17.9,7.9,2.1,1.4,5.6,0.063,-2.5,-0.5,-0.7514885871520948,0.43740614255134513,-0.5,0
19,1989,19,19,PHI,Kenny Payne,Louisville,4.0,144.0,1167.0,508.0,170.0,61.0,0.41,0.293,0.859,8.1,3.5,1.2,0.4,-0.1,-0.005,-4.9,-0.9,-1.2353473503637118,1.2040107373097853,-0.9,0
20,1989,20,20,CHI,Jeff Sanders,Georgia Southern University,4.0,55.0,462.0,112.0,103.0,25.0,0.395,0.0,0.609,8.4,2.0,1.9,0.5,-0.1,-0.008,-6.3,-0.5,-2.1026349702800156,-1.085125191799754,-0.5,0
24,1989,24,24,PHO,Anthony Cook,Arizona,4.0,116.0,1499.0,418.0,428.0,34.0,0.439,0.0,0.524,12.9,3.6,3.7,0.3,1.0,0.033,-3.7,-0.7,-1.9032217194567018,-1.6333197399398656,-0.7,0
25,1989,25,25,CLE,John Morton,Seton Hall,3.0,128.0,1879.0,609.0,161.0,342.0,0.386,0.224,0.787,14.7,4.8,1.3,2.7,0.5,0.013,-3.0,-0.5,-1.334631361773936,0.6780889406216015,-0.5,0
30,1989,30,30,MIL,Frank Kornet,Vanderbilt,2.0,89.0,595.0,171.0,95.0,30.0,0.369,0.263,0.596,6.7,1.9,1.1,0.3,0.0,-0.004,-6.2,-0.6,-1.7999797837123102,0.17910553614284752,-0.6,0
31,1989,31,31,LAC,Jeff Martin,Murray State,2.0,143.0,2685.0,956.0,290.0,109.0,0.417,0.282,0.694,18.8,6.7,2.0,0.8,2.1,0.038,-3.2,-0.8,-1.2805248512742438,0.4430414586564689,-0.8,0
38,1989,38,38,MIN,Doug West,Villanova,12.0,676.0,16649.0,6477.0,1670.0,1292.0,0.481,0.191,0.801,24.6,9.6,2.5,1.9,17.7,0.051,-3.0,-4.2,1.3544316674606143,-0.209618760991471,-4.2,0
43,1989,43,43,CLE,Chucky Brown,NC State,13.0,694.0,11962.0,4125.0,2148.0,549.0,0.491,0.227,0.699,17.2,5.9,3.1,0.8,19.0,0.076,-2.7,-2.0,0.7566244138838824,-0.5102992387862123,-2.0,0
45,1989,45,45,MIA,Scott Haffner,University of Evansville,2.0,50.0,609.0,213.0,55.0,89.0,0.403,0.13,0.667,12.2,4.3,1.1,1.8,-0.1,-0.012,-5.1,-0.5,-1.8535171425558046,-0.25864514139758804,-0.5,0
50,1989,50,50,NYK,Brian Quinnett,Washington State,3.0,138.0,1530.0,474.0,224.0,76.0,0.414,0.326,0.677,11.1,3.4,1.6,0.6,0.9,0.027,-3.7,-0.6,-1.3822665476422789,0.6162540017968061,-0.6,0
52,1989,52,52,PHO,Greg Grant,Trenton State University,6.0,274.0,3350.0,767.0,248.0,751.0,0.383,0.281,0.71,12.2,2.8,0.9,2.7,1.6,0.023,-2.9,-0.8,-0.9419298182101887,0.6057873084950923,-0.8,0
60,1990,6,6,MIN,Felton Spencer,Louisville,12.0,640.0,12298.0,3354.0,3436.0,213.0,0.484,0.0,0.658,19.2,5.2,5.4,0.3,20.9,0.081,-4.3,-7.0,0.46334313443080494,-1.8890328625778463,-7.0,0
62,1990,8,8,LAC,Bo Kimble,Loyola Marymount,3.0,105.0,1336.0,574.0,162.0,98.0,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0.1,0.004,-5.7,-1.2,-1.4592295181833652,0.7607069022391062,-1.2,0
63,1990,9,9,MIA,Willie Burton,Minnesota,8.0,316.0,6666.0,3243.0,932.0,393.0,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065,-2.5,-0.9,-0.24595350193643192,0.9082390344072658,-0.9,0
66,1990,12,12,HOU,Alec Kessler,Georgia,4.0,210.0,2937.0,1084.0,751.0,81.0,0.426,0.417,0.744,14.0,5.2,3.6,0.4,2.0,0.033,-5.9,-2.8,-0.8540955162282232,1.1673888074024832,-2.8,0
68,1990,14,14,SAC,Travis Mays,Texas,3.0,115.0,2964.0,1273.0,233.0,326.0,0.41,0.362,0.749,25.8,11.1,2.0,2.8,2.4,0.039,-2.6,-0.5,-1.0780195170008056,1.0786846057066939,-0.5,0
71,1990,17,17,NYK,Jerrod Mustaf,Maryland,4.0,179.0,1902.0,721.0,452.0,99.0,0.449,0.0,0.648,10.6,4.0,2.5,0.6,1.7,0.043,-4.1,-1.0,-1.5857106239461578,-1.1954136376928741,-1.0,0
72,1990,18,18,SAC,Duane Causwell,Temple,11.0,541.0,9409.0,2648.0,2273.0,243.0,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081,-2.3,-0.7,0.22681324922313406,-0.5586466214996917,-0.7,0
