pca1,pca2,metric,quartile
0.8765366610713184,-0.3527799527516985,-0.5,2
2.510430880804842,0.334902853712663,-0.9,2
3.2198787520741177,-0.20003034272821266,0.2,3
5.054135069802695,-0.9316151659283191,0.8,3
1.527038333636481,-0.40078212692959536,-2.9,1
0.3354633713509244,0.5604935376675954,-3.4,1
2.3072953394917204,0.015996617370584144,-0.8,2
-0.28261622147442605,0.3878822673532053,-5.0,0
0.6312855315779917,-0.44250249735525266,-3.8,0
2.708652993999573,-0.5956641095098227,0.2,3
3.432819954541111,-0.793255829408271,1.9,3
4.889640192839891,-1.6130990220568289,3.0,3
-0.8242338463773311,1.0976970377444535,-3.6,0
5.4237380094813235,-1.6334606449107862,3.1,3
-0.281143796055436,1.0134180593231168,-2.5,1
3.0667878115720764,0.18389391273175812,1.7,3
5.105772771236035,-1.6213276819087483,0.6,3
2.60671498884413,0.5193043213662493,-0.2,2
-0.7289746152592214,1.3944246901954045,-4.9,0
-1.6537048948052295,0.0738759934852416,-6.3,0
2.2752962526977214,0.14015115520844712,-1.6,1
-0.7803241092468303,1.5076941870474745,0.6,3
-1.9466456654485582,-0.35314621543029795,-8.8,0
-1.4537456565552584,-0.06308828619034555,-3.7,0
-0.8430481106341444,0.9146058870783347,-3.0,1
5.769990770360025,-2.223646345823089,2.3,3
-0.89577264154112,0.9071617754536767,-0.4,2
3.1341747212526876,-0.7947737130247278,-0.3,2
-1.7187503476878987,0.159728941483593,-5.8,0
-1.2450700833748372,0.7135275625431445,-6.2,0
-0.7553724779466153,0.9750381606129188,-3.2,1
-1.8022810634963915,-0.007228010693336379,-3.1,1
-1.992439735736981,-0.3285098057256889,-4.0,0
-1.7337443128214467,0.08284797229032846,-6.9,0
-1.1263159448890236,0.9486242397228175,-2.0,1
6.398076587202239,-2.1997835449512326,0.5,3
-0.9755357953930321,0.4811153338500585,-1.0,2
1.7026813291817202,-0.011030219041321346,-3.0,1
-1.512360027682722,0.38157116381560086,-4.9,0
-0.09840163713978468,-0.009289546887302411,-0.4,2
-1.7271640945650113,-0.03168772021161194,-5.3,0
-2.9820327094708636,-2.3224368618747997,0.0,2
1.159597385470946,0.190866182660583,-2.7,1
-2.9820327094708636,-2.3224368618747997,0.0,2
-1.3654321205504125,0.5830614659184326,-5.1,0
-2.323223602518647,-0.9996370972591737,-0.3,2
-2.9820327094708636,-2.3224368618747997,0.0,2
-2.9820327094708636,-2.3224368618747997,0.0,2
0.4268099481474552,0.7312652969356683,-0.7,2
-0.8305098173151509,1.1224720467017364,-3.7,0
-1.1729625398360513,1.144133760644578,-10.5,0
-0.4324436424961368,0.7399768296645525,-2.9,1
-2.9820327094708636,-2.3224368618747997,0.0,2
-2.9820327094708636,-2.3224368618747997,0.0,2
4.1587604163858,-1.198545275684807,1.4,3
8.270456193187968,-3.1875510740998694,3.3,3
2.135687474295477,0.4499856698243366,-0.8,2
2.0766610739902958,0.2748504225875803,0.2,3
4.187536759742115,-1.1829039511296504,0.1,3
0.785815137711028,-0.6200543974882796,-4.3,0
1.578354943189433,0.12653379605090648,0.0,2
-0.925019447524588,1.053420330213078,-5.7,0
0.2480722399858201,0.9793486851111569,-2.5,1
0.1930837768646559,0.5926177203550094,-1.5,1
2.601601937702409,-1.5519252671157828,-1.9,1
-0.29468400477030593,1.4084423199707745,-5.9,0
2.246829780067885,-0.2645310404877264,-1.5,1
-0.5321322838931702,1.257970974372262,-2.6,1
-0.9105627444427058,1.3487202839007513,-3.9,0
2.268963706323988,0.2352321648134809,-0.6,2
-1.1677324398002062,0.15646979111731446,-4.1,0
0.6915568490684321,0.47032687166676734,-2.3,1
2.1129963987507168,0.24711742634898254,0.8,3
-0.5979579045695591,0.6640746768924622,-1.9,1
0.5991401405591908,-0.4136103199745862,-2.8,1
-0.9252046760173055,0.594584382345566,-3.5,0
-0.10771742435415443,0.010376554567337815,-2.0,1
-0.9993176511371302,0.34228126138775616,-5.0,0
-0.7414839619855375,0.28892018921868595,-3.8,0
-0.96196374040764,0.982094707834571,-3.2,1
3.4438455884827857,-1.7406421431844616,-0.5,2
-1.7425758599986234,-0.0168540725539942,-8.0,0
3.455062125216598,-0.7162094055481372,2.8,3
0.16811481687104265,0.14271897415254076,-3.7,0
-0.19600149048985804,0.8045721613474587,-3.0,1
-1.0525250775969173,0.8357966270713303,-5.9,0
-1.6034477709885067,0.259154288835193,-6.7,0
-1.0486512054189916,0.932834373891844,-4.0,0
0.6174656596641003,0.3898918365614399,-5.5,0
-1.3778364496442508,0.06891903495659867,-3.4,1
