umap1,umap2,metric,quartile
-0.4588806,13.951459,0.083,2
1.0396382,13.552932,0.139,3
1.1031291,14.375856,0.182,3
0.029173242,7.6500025,0.052,1
-1.0652549,14.998947,0.091,2
-1.5031109,2.8244097,0.043,1
-1.9019477,-1.6181952,0.025,1
1.0665011,12.065666,0.114,3
0.083578065,7.6175804,0.113,3
-1.0411754,6.680736,0.076,2
-0.46320763,9.40463,0.089,2
-2.267793,9.540001,0.071,2
-1.7729893,12.753761,0.143,3
-0.3927894,8.5626545,0.097,2
-3.2321608,11.805955,0.087,2
1.0669029,9.41458,0.112,3
-0.12936454,-0.8409198,-0.026,0
1.2313975,6.6779346,0.072,2
0.21271715,13.969263,0.108,3
-1.9324166,-0.26366886,0.029,1
-3.33009,11.784448,0.098,3
-3.193254,1.3469789,0.012,1
1.0862591,-6.2441444,0.026,1
-1.690861,-2.6252053,0.124,3
-3.1464393,0.42938462,0.153,3
0.6241733,9.028877,0.11,3
-2.7780914,5.114823,0.03,1
-1.2313174,-1.8714904,-0.001,0
0.58140177,-6.8050237,-0.016,0
-0.95383203,-0.810827,-0.021,0
0.48196074,-6.103077,-0.018,0
0.992965,7.3769183,0.094,2
-3.3671849,-2.397539,0.001,0
-2.8545928,-0.12832136,0.001,0
-0.8007313,0.43930826,0.025,1
18.115213,8.406609,0.0,0
-1.1380452,-0.55500424,0.045,1
1.4570221,-6.036571,0.01,1
18.068499,8.27675,0.0,0
-1.2146846,-2.5342057,-0.064,0
-2.5392315,13.466774,0.09,2
18.241335,8.604264,0.0,0
18.170582,8.421418,0.0,0
17.962326,8.501362,0.0,0
-2.6699297,4.925386,0.068,2
-4.2747684,2.8330343,0.03,1
-1.5706781,-0.42701113,0.006,1
-3.018012,-0.15526173,0.026,1
18.229492,8.333929,0.0,0
-3.792596,7.836163,0.133,3
18.005863,8.531056,0.0,0
18.026514,8.26061,0.0,0
14.921962,5.326753,-0.638,0
-3.5239658,4.611572,0.042,1
0.069086194,-2.6245623,-0.151,0
1.5388333,5.8994718,0.123,3
-0.027803216,14.976245,0.126,3
1.5667467,12.222942,0.137,3
0.77099234,13.007904,0.118,3
-0.4374727,15.253782,0.117,3
0.5331441,14.632506,0.15,3
0.8432336,13.3877125,0.058,1
0.9890308,9.603586,0.079,2
-2.5684001,10.541633,0.127,3
-0.47988784,6.5005026,0.089,2
1.4127599,11.104613,0.105,3
1.832586,-7.0195937,0.041,1
-0.4853924,8.098968,0.064,2
0.6410576,14.785025,0.17,3
-0.49337116,12.3990755,0.147,3
-0.180029,15.428593,0.164,3
-3.296502,8.661242,0.08,2
1.4239215,12.205893,0.116,3
-4.097994,5.183652,0.05,1
-2.8841326,8.1266985,0.064,2
0.7312152,11.882446,0.139,3
0.23171721,-2.8297396,-0.175,0
-2.4008763,1.5375786,0.035,1
-1.1617125,1.8258331,0.058,1
-0.95905244,13.912949,0.091,2
-2.4622765,0.4806265,0.1,3
0.7467069,8.3201275,0.143,3
-0.577758,1.1125547,0.076,2
2.0107048,-5.5375977,-0.074,0
-1.9443476,5.583378,0.083,2
0.63526887,8.040473,0.08,2
-2.9936352,-2.6476617,0.067,2
18.474525,8.504179,0.0,0
-3.4672747,7.0492563,0.063,2
18.643126,8.325081,0.0,0
18.586311,8.389995,0.0,0
18.557905,8.4034195,0.0,0
-3.4507377,11.492355,0.07,2
2.8270926,-5.0996904,0.031,1
18.731798,8.161742,0.0,0
18.432507,8.608467,0.0,0
-2.2932913,-0.44536301,-0.014,0
-2.2199624,3.3300405,0.041,1
0.5495566,-4.764029,0.04,1
-0.2918651,8.81031,0.095,2
18.502699,8.392958,0.0,0
-0.9104066,0.35735878,0.066,2
18.697588,8.318481,0.0,0
-4.0194674,3.7587826,0.091,2
0.73106885,-5.6781626,0.024,1
18.725956,8.406886,0.0,0
-1.8684664,0.5789443,-0.003,0
-2.4680784,-2.0651822,0.038,1
-0.3713312,-6.8872843,0.043,1
-2.0308638,9.6403,0.071,2
18.632982,8.420147,0.0,0
-1.7532755,-1.1058401,0.032,1
-1.5192739,1.7116591,0.051,1
18.54802,8.481132,0.0,0
1.1450582,14.295141,0.209,3
-0.75783545,10.787758,0.11,3
-0.46979433,15.101428,0.176,3
-2.8021514,12.817173,0.115,3
0.46859527,9.597453,0.099,3
-3.2795148,8.831515,0.034,1
-0.83398557,11.292553,0.079,2
0.9748815,8.240874,0.069,2
0.04377005,14.235833,0.152,3
-0.66969603,7.1969175,0.121,3
-3.9005005,3.309307,0.035,1
-2.340629,8.941732,0.115,3
-2.7145252,11.610013,0.117,3
-0.6483514,8.0003195,0.036,1
0.2300728,7.886419,0.129,3
-2.5526528,13.521988,0.086,2
-1.6559588,1.3392613,0.007,1
-3.2013168,-2.5902915,0.062,2
1.1460029,6.8042893,0.153,3
1.4582752,-4.46258,-0.043,0
-3.4750645,9.03833,0.085,2
-0.32118854,0.8849962,0.009,1
-2.4393892,11.677598,0.09,2
-1.646662,-2.3700228,-0.064,0
2.798591,-6.402294,0.067,2
-2.8565218,-0.47063488,0.036,1
-3.437772,11.016143,0.058,1
-0.6294215,-4.1356406,-0.08,0
18.561956,8.497111,0.0,0
18.694637,8.337088,0.0,0
0.3018186,-6.821264,0.07,2
0.13387273,-6.672652,0.008,1
-2.799628,1.4411446,0.047,1
-2.9662795,-2.3684332,0.013,1
1.6964949,-6.135473,0.098,3
-1.900287,1.2398701,0.008,1
-1.5459232,6.492578,0.082,2
-1.812294,0.7431138,0.02,1
-3.2897363,11.582986,0.072,2
18.60938,8.638629,0.0,0
2.350882,-5.56058,0.28,3
-0.6072814,13.253211,0.063,2
18.378073,8.277569,0.0,0
-1.1498895,5.6731234,0.026,1
-0.005428336,-6.5001125,-0.049,0
-1.383519,2.2508354,0.002,1
-3.9727798,9.418945,0.082,2
-3.6719787,4.636709,0.048,1
18.645931,8.561902,0.0,0
-3.100386,3.6825469,0.078,2
-1.5327238,1.1179476,0.034,1
18.557127,8.093558,0.0,0
18.68557,8.4244795,0.0,0
-1.8331156,8.8174925,0.065,2
18.396795,7.9898186,0.0,0
18.610634,8.187494,0.0,0
18.298767,8.101322,0.0,0
0.7994057,8.031465,0.009,1
-0.6135887,15.073407,0.104,3
-1.6699096,8.964313,0.13,3
1.1231067,13.73955,0.112,3
0.73362315,14.589932,0.13,3
-0.72972345,6.539493,0.102,3
-2.206845,13.882257,0.08,2
-1.523175,12.537436,0.069,2
1.0921661,14.437594,0.193,3
0.89369285,14.481369,0.157,3
-1.7365954,9.986606,0.093,2
-0.8753388,6.88626,0.07,2
1.2777584,6.4514174,0.11,3
-2.303537,5.0159926,0.061,2
-0.93198156,10.406671,0.114,3
-1.8525882,3.7890804,0.03,1
0.8865649,9.327397,0.107,3
