id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement,umap1,umap2,metric_value,quartile
186,1992,24,24,GSW,Latrell Sprewell,Alabama,13.0,913.0,35270.0,16712.0,3724.0,3664.0,0.425,0.337,0.804,38.6,18.3,4.1,4.0,56.3,0.077,0.4,21.0,-0.19607821,14.084856,0.4,3
217,1993,1,1,ORL,Chris Webber,Michigan,15.0,831.0,30847.0,17182.0,8124.0,3526.0,0.479,0.299,0.649,37.1,20.7,9.8,4.2,84.7,0.132,3.4,42.1,1.0105025,13.533761,3.4,3
219,1993,3,3,GSW,Anfernee Hardaway,Memphis,14.0,704.0,23711.0,10684.0,3146.0,3525.0,0.458,0.316,0.774,33.7,15.2,4.5,5.0,61.9,0.125,2.5,26.9,-1.6901436,13.223142,2.5,3
220,1993,4,4,DAL,Jamal Mashburn,Kentucky,11.0,611.0,22762.0,11644.0,3271.0,2414.0,0.418,0.345,0.766,37.3,19.1,5.4,4.0,43.7,0.092,0.3,13.4,-1.4721115,12.673736,0.3,3
227,1993,11,11,DET,Allan Houston,Tennessee,12.0,839.0,28311.0,14551.0,2434.0,1990.0,0.444,0.402,0.863,33.7,17.3,2.9,2.4,55.3,0.094,0.1,15.0,-0.9883972,12.527524,0.1,3
236,1993,20,20,CHH,Scott Burrell,UConn,8.0,383.0,7592.0,2647.0,1332.0,527.0,0.418,0.373,0.723,19.8,6.9,3.5,1.4,16.4,0.104,0.7,5.2,-3.8050914,6.3931546,0.7,3
240,1993,24,24,HOU,Sam Cassell,Florida State,15.0,993.0,29812.0,15635.0,3221.0,5939.0,0.454,0.331,0.861,30.0,15.7,3.2,6.0,87.5,0.141,1.8,28.8,-0.53571486,15.199665,1.8,3
253,1993,37,37,LAL,Nick Van Exel,Cincinnati,13.0,880.0,28969.0,12658.0,2545.0,5777.0,0.405,0.357,0.794,32.9,14.4,2.9,6.6,55.9,0.093,0.4,17.7,-0.86168855,15.12528,0.4,3
261,1993,45,45,UTA,Bryon Russell,Cal State Long Beach,13.0,841.0,19805.0,6663.0,2914.0,1085.0,0.431,0.369,0.75,23.5,7.9,3.5,1.3,47.4,0.115,0.4,11.8,-1.3254352,10.628348,0.4,3
271,1994,1,1,MIL,Glenn Robinson,Purdue,11.0,688.0,25346.0,14234.0,4189.0,1879.0,0.459,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,0.1,13.5,-0.18630038,12.511259,0.1,3
272,1994,2,2,DAL,Jason Kidd,California,19.0,1391.0,50111.0,17529.0,8725.0,12091.0,0.4,0.349,0.785,36.0,12.6,6.3,8.7,138.6,0.133,3.8,73.5,-0.025641361,15.479859,3.8,3
273,1994,3,3,DET,Grant Hill,Duke,18.0,1026.0,34776.0,17137.0,6169.0,4252.0,0.483,0.314,0.769,33.9,16.7,6.0,4.1,99.9,0.138,3.0,43.6,0.23372729,14.229302,3.0,3
274,1994,4,4,MIN,Donyell Marshall,UConn,15.0,957.0,25027.0,10716.0,6376.0,1305.0,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59.0,0.113,1.1,19.9,0.7546792,12.209156,1.1,3
280,1994,10,10,LAL,Eddie Jones,Temple,14.0,954.0,32778.0,14155.0,3857.0,2812.0,0.437,0.373,0.809,34.4,14.8,4.0,2.9,100.6,0.147,3.1,42.3,-0.24717243,13.49826,3.1,3
285,1994,15,15,IND,Eric Piatkowski,Nebraska,14.0,789.0,14613.0,5919.0,1716.0,778.0,0.434,0.399,0.839,18.5,7.5,2.2,1.0,31.0,0.102,0.2,7.9,-2.5299172,9.97594,0.2,3
287,1994,17,17,POR,Aaron McKie,Temple,13.0,793.0,19156.0,5871.0,2587.0,2126.0,0.438,0.35,0.779,24.2,7.4,3.3,2.7,40.0,0.1,0.7,12.9,-2.580471,11.830132,0.7,3
293,1994,23,23,PHO,Wesley Person,Auburn,11.0,733.0,20727.0,8192.0,2402.0,1234.0,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44.0,0.102,0.9,15.2,-1.6701058,11.031295,0.9,3
296,1994,26,26,NYK,Charlie Ward,Florida State,11.0,630.0,14080.0,3947.0,1648.0,2539.0,0.408,0.364,0.771,22.3,6.3,2.6,4.0,33.0,0.113,2.1,14.5,-3.44877,11.629843,2.1,3
327,1995,3,3,PHI,Jerry Stackhouse,UNC,18.0,970.0,30222.0,16409.0,3067.0,3240.0,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,0.3,17.4,-0.4588806,13.951459,0.3,3
328,1995,4,4,WSB,Rasheed Wallace,UNC,16.0,1109.0,36243.0,16006.0,7404.0,1994.0,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.2,38.3,1.0396382,13.552932,2.2,3
329,1995,5,5,MIN,Kevin Garnett,International,21.0,1462.0,50418.0,26071.0,14662.0,5445.0,0.497,0.275,0.789,34.5,17.8,10.0,3.7,191.4,0.182,5.6,96.9,1.1031291,14.375856,5.6,3
331,1995,7,7,TOR,Damon Stoudamire,Arizona,13.0,878.0,29106.0,11763.0,3039.0,5371.0,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.3,16.8,-1.0652549,14.998947,0.3,3
339,1995,15,15,DEN,Brent Barry,Oregon State,14.0,912.0,23643.0,8488.0,2780.0,2892.0,0.46,0.405,0.823,25.9,9.3,3.0,3.2,70.5,0.143,2.6,27.7,-1.7729893,12.753761,2.6,3
341,1995,17,17,CLE,Bob Sura,Florida State,10.0,657.0,15597.0,5654.0,2240.0,2474.0,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.4,9.4,-3.2321608,11.805955,0.4,3
345,1995,21,21,PHO,Michael Finley,Wisconsin,15.0,1103.0,37996.0,17306.0,4804.0,3245.0,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1.0,28.8,0.21271715,13.969263,1.0,3
376,1995,52,52,IND,Fred Hoiberg,Iowa State,10.0,541.0,9978.0,2944.0,1438.0,846.0,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,1.2,8.0,-3.792596,7.836163,1.2,3
383,1996,1,1,PHI,Allen Iverson,Georgetown,14.0,914.0,37584.0,24368.0,3394.0,5624.0,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99.0,0.126,3.2,49.6,-0.027803216,14.976245,3.2,3
384,1996,2,2,TOR,Marcus Camby,UMass,17.0,973.0,28684.0,9262.0,9513.0,1837.0,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.3,31.3,1.5667467,12.222942,2.3,3
385,1996,3,3,VAN,Shareef Abdur-Rahim,California,12.0,830.0,28882.0,15028.0,6239.0,2109.0,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,1.0,21.9,0.77099234,13.007904,1.0,3
386,1996,4,4,MIL,Stephon Marbury,Georgia Tech,13.0,846.0,31891.0,16297.0,2516.0,6471.0,0.433,0.325,0.784,37.7,19.3,3.0,7.6,77.5,0.117,1.8,30.7,-0.4374727,15.253782,1.8,3
387,1996,5,5,MIN,Ray Allen,UConn,18.0,1300.0,46344.0,24505.0,5272.0,4361.0,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,2.9,57.6,0.5331441,14.632506,2.9,3
388,1996,6,6,BOS,Antoine Walker,Kentucky,12.0,893.0,31531.0,15647.0,6891.0,3170.0,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.3,18.0,0.8432336,13.3877125,0.3,3
390,1996,8,8,NJN,Kerry Kittles,Villanova,8.0,507.0,16929.0,7165.0,1983.0,1295.0,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,2.2,18.0,-2.5684001,10.541633,2.2,3
395,1996,13,13,CHH,Kobe Bryant,International,20.0,1346.0,48637.0,33643.0,7047.0,6306.0,0.447,0.329,0.837,36.1,25.0,5.2,4.7,172.7,0.17,4.6,80.1,0.6410576,14.785025,4.6,3
396,1996,14,14,SAC,Peja Stojaković,International,13.0,804.0,26966.0,13647.0,3782.0,1408.0,0.45,0.401,0.895,33.5,17.0,4.7,1.8,82.6,0.147,1.9,26.2,-0.49337116,12.3990755,1.9,3
397,1996,15,15,PHO,Steve Nash,Santa Clara,18.0,1217.0,38069.0,17387.0,3642.0,10335.0,0.49,0.428,0.904,31.3,14.3,3.0,8.5,129.7,0.164,3.0,48.2,-0.180029,15.428593,3.0,3
399,1996,17,17,POR,Jermaine O'Neal,International,18.0,1011.0,27364.0,13309.0,7261.0,1369.0,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66.0,0.116,0.3,15.6,1.4239215,12.205893,0.3,3
408,1996,26,26,DET,Jerome Williams,Georgetown,9.0,587.0,12755.0,3865.0,3743.0,474.0,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.3,7.4,0.7467069,8.3201275,0.3,3
441,1997,1,1,SAS,Tim Duncan,Wake Forest,19.0,1392.0,47368.0,26496.0,15091.0,4225.0,0.506,0.179,0.696,34.0,19.0,10.8,3.0,206.4,0.209,5.6,91.1,1.1450582,14.295141,5.6,3
442,1997,2,2,PHI,Keith Van Horn,Utah,9.0,575.0,18150.0,9206.0,3909.0,900.0,0.443,0.361,0.835,31.6,16.0,6.8,1.6,41.7,0.11,0.1,9.6,-0.75783545,10.787758,0.1,3
443,1997,3,3,BOS,Chauncey Billups,Colorado,17.0,1043.0,33008.0,15802.0,2992.0,5636.0,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,3.2,43.5,-0.46979433,15.101428,3.2,3
449,1997,9,9,TOR,Tracy McGrady,International,15.0,938.0,30658.0,18381.0,5276.0,4161.0,0.435,0.338,0.746,32.7,19.6,5.6,4.4,97.3,0.152,5.2,55.7,0.04377005,14.235833,5.2,3
453,1997,13,13,CLE,Derek Anderson,Kentucky,11.0,615.0,17975.0,7357.0,1988.0,2083.0,0.408,0.341,0.853,29.2,12.0,3.2,3.4,43.9,0.117,1.0,13.5,-2.7145252,11.610013,1.0,3
456,1997,16,16,CLE,Brevin Knight,Stanford,12.0,729.0,18176.0,5342.0,1785.0,4481.0,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,0.3,10.5,-2.5526528,13.521988,0.3,3
463,1997,23,23,SEA,Bobby Jackson,Minnesota,12.0,755.0,16790.0,7344.0,2347.0,1945.0,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,0.4,10.0,-2.4393892,11.677598,0.4,3
481,1997,41,41,DEN,Jason Lawson,Villanova,1.0,17.0,80.0,26.0,27.0,5.0,0.6,0.0,0.8,4.7,1.5,1.6,0.3,0.5,0.28,4.8,0.1,2.350882,-5.56058,4.8,3
499,1998,2,2,VAN,Mike Bibby,Arizona,14.0,1001.0,33962.0,14698.0,3103.0,5517.0,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104,0.8,23.8,-0.6135887,15.073407,0.8,3
500,1998,3,3,DEN,Raef LaFrentz,Kansas,10.0,563.0,14545.0,5690.0,3423.0,606.0,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,0.7,9.8,-1.6699096,8.964313,0.7,3
501,1998,4,4,TOR,Antawn Jamison,UNC,16.0,1083.0,37638.0,20042.0,8157.0,1761.0,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112,0.6,24.5,1.1231067,13.73955,0.6,3
502,1998,5,5,GSW,Vince Carter,UNC,22.0,1541.0,46367.0,25728.0,6606.0,4714.0,0.435,0.371,0.798,30.1,16.7,4.3,3.1,125.3,0.13,3.0,57.9,0.73362315,14.589932,3.0,3
504,1998,7,7,SAC,Jason Williams,Florida,12.0,788.0,23188.0,8266.0,1810.0,4611.0,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,0.2,12.9,-2.206845,13.882257,0.2,3
506,1998,9,9,MIL,Dirk Nowitzki,International,21.0,1522.0,51368.0,31560.0,11489.0,3651.0,0.471,0.38,0.879,33.8,20.7,7.5,2.4,206.3,0.193,4.5,84.8,1.0921661,14.437594,4.5,3
507,1998,10,10,BOS,Paul Pierce,Kansas,19.0,1343.0,45880.0,26397.0,7527.0,4708.0,0.445,0.368,0.806,34.2,19.7,5.6,3.5,150.0,0.157,3.7,65.5,0.89369285,14.481369,3.7,3
508,1998,11,11,DET,Bonzi Wells,Ball State University,10.0,591.0,15133.0,7147.0,2737.0,1249.0,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,0.2,8.3,-1.7365954,9.986606,0.2,3
528,1998,31,31,LAL,Ruben Patterson,Cincinnati,10.0,649.0,15955.0,6953.0,2697.0,1150.0,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106,0.7,10.8,-0.6503955,8.898844,0.7,3
529,1998,32,32,SEA,Rashard Lewis,International,16.0,1049.0,33541.0,15579.0,5433.0,1765.0,0.452,0.386,0.805,32.0,14.9,5.2,1.7,90.9,0.13,1.9,33.1,0.428068,13.34809,1.9,3
537,1998,40,40,DET,Korleone Young,International,1.0,3.0,15.0,13.0,4.0,1.0,0.5,0.25,1.0,5.0,4.3,1.3,0.3,0.1,0.28,9.4,0.0,-0.15073355,1.049526,9.4,3
544,1998,47,47,TOR,Tyson Wheeler,Rhode Island,1.0,1.0,3.0,4.0,0.0,2.0,1.0,1.0,0.5,3.0,4.0,0.0,2.0,0.1,1.367,51.1,0.0,-2.3914428,1.6093265,51.1,3
556,1999,1,1,CHI,Elton Brand,Duke,17.0,1058.0,34910.0,16827.0,9040.0,2184.0,0.5,0.095,0.736,33.0,15.9,8.5,2.1,109.6,0.151,2.2,37.3,1.3535861,13.055181,2.2,3
557,1999,2,2,VAN,Steve Francis,Maryland,9.0,576.0,21632.0,10446.0,3215.0,3473.0,0.429,0.341,0.797,37.6,18.1,5.6,6.0,54.1,0.12,2.2,22.7,-1.8071593,13.076076,2.2,3
558,1999,3,3,CHH,Baron Davis,UCLA,13.0,835.0,28592.0,13447.0,3183.0,6025.0,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.6,33.1,-0.7420705,15.184931,2.6,3
559,1999,4,4,LAC,Lamar Odom,Rhode Island,14.0,961.0,32131.0,12781.0,8059.0,3554.0,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77.0,0.115,1.9,31.4,0.96431035,13.491014,1.9,3
561,1999,6,6,MIN,Wally Szczerbiak,Miami University,10.0,651.0,20052.0,9195.0,2602.0,1532.0,0.485,0.406,0.86,30.8,14.1,4.0,2.4,53.3,0.127,0.7,13.6,-1.6418482,11.2682,0.7,3
563,1999,8,8,CLE,Andre Miller,Utah,17.0,1304.0,40268.0,16278.0,4795.0,8524.0,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.3,33.4,-0.038538717,15.465892,1.3,3
564,1999,9,9,PHO,Shawn Marion,UNLV,16.0,1163.0,40097.0,17700.0,10101.0,2198.0,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,2.7,47.6,1.2396303,13.939791,2.7,3
565,1999,10,10,ATL,Jason Terry,Arizona,19.0,1410.0,42034.0,18881.0,3274.0,5415.0,0.444,0.38,0.845,29.8,13.4,2.3,3.8,102.0,0.116,1.5,37.4,0.01294532,14.901783,1.5,3
568,1999,13,13,SEA,Corey Maggette,Duke,14.0,827.0,23358.0,13198.0,4022.0,1696.0,0.453,0.324,0.822,28.2,16.0,4.9,2.1,62.2,0.128,0.3,13.3,-0.33894485,12.345604,0.3,3
571,1999,16,16,CHI,Metta World Peace,St. John's,17.0,991.0,31440.0,13058.0,4448.0,2631.0,0.414,0.339,0.715,31.7,13.2,4.5,2.7,61.1,0.093,1.2,25.4,-0.07983997,13.294275,1.2,3
573,1999,18,18,DEN,James Posey,Xavier,12.0,864.0,23260.0,7419.0,4061.0,1413.0,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,0.3,13.7,-0.48890173,11.216365,0.3,3
579,1999,24,24,UTA,Andrei Kirilenko,International,13.0,797.0,23916.0,9431.0,4352.0,2169.0,0.474,0.31,0.754,30.0,11.8,5.5,2.7,75.4,0.151,4.9,41.7,-0.13074872,12.000965,4.9,3
602,1999,47,47,PHI,Todd MacCulloch,Washington,4.0,223.0,3439.0,1369.0,888.0,121.0,0.541,0.0,0.642,15.4,6.1,4.0,0.5,11.9,0.166,0.3,2.0,2.0828762,5.213371,0.3,3
612,1999,57,57,SAS,Manu Ginóbili,International,16.0,1057.0,26859.0,14043.0,3697.0,4001.0,0.447,0.369,0.827,25.4,13.3,3.5,3.8,106.4,0.19,5.0,47.6,-0.7935297,13.96488,5.0,3
614,2000,1,1,NJN,Kenyon Martin,Cincinnati,15.0,757.0,23134.0,9325.0,5159.0,1439.0,0.483,0.234,0.629,30.6,12.3,6.8,1.9,48.0,0.1,0.1,12.1,0.5425386,11.252518,0.1,3
618,2000,5,5,ORL,Mike Miller,Florida,17.0,1032.0,27812.0,10973.0,4376.0,2666.0,0.459,0.407,0.769,26.9,10.6,4.2,2.6,60.7,0.105,0.8,19.8,-0.34625906,13.099378,0.8,3
629,2000,16,16,SAC,Hedo Türkoğlu,International,15.0,997.0,26695.0,11022.0,3971.0,2832.0,0.426,0.384,0.784,26.8,11.1,4.0,2.8,63.3,0.114,0.9,19.6,-0.5664767,13.160221,0.9,3
656,2000,43,43,MIL,Michael Redd,Ohio State,12.0,629.0,20104.0,11972.0,2411.0,1338.0,0.447,0.38,0.838,32.0,19.0,3.8,2.1,55.9,0.134,2.2,21.4,-1.4391924,11.746191,2.2,3
673,2001,2,2,LAC,Tyson Chandler,International,19.0,1160.0,31617.0,9509.0,10467.0,967.0,0.597,0.0,0.644,27.3,8.2,9.0,0.8,102.1,0.155,0.1,16.9,1.7326505,12.209164,0.1,3
674,2001,3,3,ATL,Pau Gasol,International,18.0,1226.0,41001.0,20894.0,11305.0,3925.0,0.507,0.368,0.753,33.4,17.0,9.2,3.2,144.1,0.169,3.6,57.5,1.2133664,14.124203,3.6,3
676,2001,5,5,GSW,Jason Richardson,Michigan State,13.0,857.0,29241.0,14644.0,4245.0,2284.0,0.438,0.37,0.707,34.1,17.1,5.0,2.7,59.1,0.097,1.2,23.8,-0.08751686,13.146602,1.2,3
677,2001,6,6,MEM,Shane Battier,Duke,13.0,977.0,30004.0,8408.0,4082.0,1717.0,0.437,0.384,0.743,30.7,8.6,4.2,1.8,75.7,0.121,1.7,28.2,-0.26409397,12.734667,1.7,3
