umap1,umap2,metric,quartile
-0.33894485,12.345604,62.2,3
-0.07983997,13.294275,61.1,3
-0.48890173,11.216365,51.6,3
0.67654216,9.454474,47.5,3
-0.2474672,10.132118,31.2,3
-0.13074872,12.000965,75.4,3
-0.7935297,13.96488,106.4,3
0.5425386,11.252518,48.0,3
0.16902108,7.8218193,21.3,3
-0.34625906,13.099378,60.7,3
0.028961666,14.6413145,60.7,3
1.1040397,8.040464,23.0,3
-0.5664767,13.160221,63.3,3
-1.0683472,10.180601,23.1,3
-0.7995374,10.994527,32.8,3
0.99729073,8.867931,27.7,3
-1.6549854,10.821088,35.7,3
-1.6518,8.313031,24.7,3
-1.4391924,11.746191,55.9,3
1.7326505,12.209164,102.1,3
1.2133664,14.124203,144.1,3
-2.386127,1.9083046,21.7,3
-0.08751686,13.146602,59.1,3
-0.26409397,12.734667,75.7,3
0.29080486,14.697415,82.9,3
-1.859687,10.038433,26.5,3
0.24859354,13.492437,83.0,3
-0.056020103,10.982383,50.3,3
1.299117,13.878132,81.1,3
1.096307,9.248422,43.8,3
0.07432258,11.886732,59.7,3
1.3930137,10.7907505,51.3,3
-0.14550549,15.2710905,111.3,3
-2.3243284,12.5402975,51.3,3
-0.49141118,10.880403,54.7,3
-0.23440215,10.135193,65.9,3
-0.318137,12.949202,58.5,3
0.47391942,10.803847,43.9,3
1.2137332,11.738371,73.3,3
0.87992305,8.113313,26.9,3
0.9551739,12.388735,92.5,3
-0.07280329,12.863684,50.9,3
-0.21282527,13.119741,63.1,3
-0.48508352,7.379982,21.5,3
-1.834483,12.517531,33.9,3
1.4682815,12.202488,80.3,3
-0.39085877,11.552251,42.8,3
-0.07141591,10.919398,45.7,3
0.3171773,15.200902,249.5,3
0.91716456,14.440949,108.5,3
1.0763353,13.409067,106.0,3
0.20297137,14.8535385,120.7,3
1.2617781,10.074336,24.6,3
-1.8656077,14.036561,52.5,3
0.3770611,10.121168,44.5,3
-2.424553,13.513473,36.0,3
0.8771054,13.185728,85.9,3
-0.6676357,13.158432,51.6,3
-3.2459135,8.416293,22.5,3
1.0393747,9.150171,27.9,3
-2.028727,11.614318,37.4,3
-1.7175162,9.774975,38.0,3
-2.780187,13.090986,29.1,3
1.43441,11.273957,52.7,3
-2.1192334,9.514283,38.5,3
-1.8642402,13.916463,40.0,3
-3.3958557,8.366397,25.2,3
