pca1,pca2,metric,quartile
0.8765366610713184,-0.3527799527516985,0.09,2
2.510430880804842,0.334902853712663,0.092,2
3.2198787520741177,-0.20003034272821266,0.109,3
5.054135069802695,-0.9316151659283191,0.122,3
1.527038333636481,-0.40078212692959536,0.07,2
0.3354633713509244,0.5604935376675954,0.071,2
2.3072953394917204,0.015996617370584144,0.068,2
-0.28261622147442605,0.3878822673532053,0.017,1
0.6312855315779917,-0.44250249735525266,0.068,2
2.708652993999573,-0.5956641095098227,0.066,2
3.432819954541111,-0.793255829408271,0.106,3
4.889640192839891,-1.6130990220568289,0.111,3
-0.8242338463773311,1.0976970377444535,0.049,1
5.4237380094813235,-1.6334606449107862,0.133,3
-0.281143796055436,1.0134180593231168,0.063,2
3.0667878115720764,0.18389391273175812,0.122,3
5.105772771236035,-1.6213276819087483,0.147,3
2.60671498884413,0.5193043213662493,0.121,3
-0.7289746152592214,1.3944246901954045,-0.005,0
-1.6537048948052295,0.0738759934852416,-0.008,0
2.2752962526977214,0.14015115520844712,0.063,2
-0.7803241092468303,1.5076941870474745,0.121,3
-1.9466456654485582,-0.35314621543029795,-0.122,0
-1.4537456565552584,-0.06308828619034555,0.033,1
-0.8430481106341444,0.9146058870783347,0.013,1
5.769990770360025,-2.223646345823089,0.137,3
-0.89577264154112,0.9071617754536767,0.098,3
3.1341747212526876,-0.7947737130247278,0.075,2
-1.7187503476878987,0.159728941483593,-0.015,0
-1.2450700833748372,0.7135275625431445,-0.004,0
-0.7553724779466153,0.9750381606129188,0.038,1
-1.8022810634963915,-0.007228010693336379,0.057,1
-1.992439735736981,-0.3285098057256889,0.022,1
-1.7337443128214467,0.08284797229032846,0.029,1
-1.1263159448890236,0.9486242397228175,0.037,1
6.398076587202239,-2.1997835449512326,0.101,3
-0.9755357953930321,0.4811153338500585,0.142,3
1.7026813291817202,-0.011030219041321346,0.051,1
-1.512360027682722,0.38157116381560086,0.05,1
-0.09840163713978468,-0.009289546887302411,0.094,2
-1.7271640945650113,-0.03168772021161194,0.052,1
-2.9820327094708636,-2.3224368618747997,0.0,0
1.159597385470946,0.190866182660583,0.076,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.3654321205504125,0.5830614659184326,-0.012,0
-2.323223602518647,-0.9996370972591737,0.088,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
0.4268099481474552,0.7312652969356683,0.071,2
-0.8305098173151509,1.1224720467017364,0.027,1
-1.1729625398360513,1.144133760644578,-0.106,0
-0.4324436424961368,0.7399768296645525,0.023,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
4.1587604163858,-1.198545275684807,0.119,3
8.270456193187968,-3.1875510740998694,0.148,3
2.135687474295477,0.4499856698243366,0.077,2
2.0766610739902958,0.2748504225875803,0.089,2
4.187536759742115,-1.1829039511296504,0.078,2
0.785815137711028,-0.6200543974882796,0.081,2
1.578354943189433,0.12653379605090648,0.06,1
-0.925019447524588,1.053420330213078,0.004,1
0.2480722399858201,0.9793486851111569,0.065,2
0.1930837768646559,0.5926177203550094,0.041,1
2.601601937702409,-1.5519252671157828,0.12,3
-0.29468400477030593,1.4084423199707745,0.033,1
2.246829780067885,-0.2645310404877264,0.101,3
-0.5321322838931702,1.257970974372262,0.039,1
-0.9105627444427058,1.3487202839007513,0.018,1
2.268963706323988,0.2352321648134809,0.097,2
-1.1677324398002062,0.15646979111731446,0.043,1
0.6915568490684321,0.47032687166676734,0.081,2
2.1129963987507168,0.24711742634898254,0.095,2
-0.5979579045695591,0.6640746768924622,0.025,1
0.5991401405591908,-0.4136103199745862,0.098,3
-0.9252046760173055,0.594584382345566,0.032,1
-0.10771742435415443,0.010376554567337815,0.07,2
-0.9993176511371302,0.34228126138775616,0.024,1
-0.7414839619855375,0.28892018921868595,0.072,2
-0.96196374040764,0.982094707834571,0.031,1
3.4438455884827857,-1.7406421431844616,0.117,3
-1.7425758599986234,-0.0168540725539942,0.031,1
3.455062125216598,-0.7162094055481372,0.129,3
0.16811481687104265,0.14271897415254076,0.054,1
-0.19600149048985804,0.8045721613474587,0.044,1
-1.0525250775969173,0.8357966270713303,-0.02,0
-1.6034477709885067,0.259154288835193,-0.013,0
-1.0486512054189916,0.932834373891844,0.017,1
0.6174656596641003,0.3898918365614399,0.033,1
-1.3778364496442508,0.06891903495659867,0.023,1
-0.7247440652700982,0.7049432424539188,0.017,1
0.7804624962386055,0.5335781451947104,0.094,2
-0.7412094538925549,1.385294251346433,0.153,3
2.7643869763713864,-0.45339581647389,0.065,2
-1.5561448568756795,0.3528226224502532,-0.02,0
-0.20439225794056595,0.8487428361353632,0.042,1
1.008300776833563,-0.3153084512579884,0.061,2
-0.2056921024546014,1.6570831314090928,0.079,2
3.2512257078769737,-1.5373658167079622,0.11,3
-0.7820628170884688,0.29459590733202545,0.122,3
0.4689776706327111,0.2939895468501087,0.104,3
2.0299657896628025,0.16338740116954706,0.132,3
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.731200976767292,0.13242545756351295,-0.028,0
0.35465488678991874,0.6039959496041429,0.044,1
-2.0684753966518987,-0.49124283843007627,-0.104,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.305009080752496,1.3403246180715918,0.006,1
3.757531607668319,-0.7033223569669519,0.13,3
4.18414925663778,-1.008873204252369,0.116,3
2.253745934253904,-0.4313430353591534,0.078,2
5.410719526987473,-2.8376740219843346,0.153,3
4.174141312653609,-0.6976634462565579,0.139,3
-0.24786811636220335,0.22476987004631266,0.024,1
0.868101567766526,-0.5092862007479234,0.07,2
-0.3511642518331579,0.7191740425626634,0.001,0
2.7005852353447,-0.8460482661235886,0.097,2
0.7148261960292716,0.14761669280003725,0.109,3
3.5680760757882126,-0.36080412745875184,0.147,3
2.1930194951399122,-0.15232566109589832,0.109,3
3.7966452854995842,-2.2193649468991214,0.141,3
-1.594297200057947,0.1742942170371224,0.036,1
-0.38656877849064614,-0.30421080175221327,0.002,1
1.8296690359277876,-0.11893159349080498,0.112,3
0.05834653188206644,0.8247056867074954,0.073,2
-0.932910236913627,1.1160405099567816,-0.004,0
-0.41735652110074883,1.2250817943812589,0.024,1
-1.6991162896825462,0.05264880318115068,-0.021,0
1.576020560327658,0.35446218924066925,0.103,3
-1.4898885019884476,0.1541027011727259,0.069,2
-0.49410866191664576,-0.3254171334296646,0.066,2
3.4776099207768802,-0.5262633146600136,0.09,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.0810761741319301,0.8383797985171109,0.054,1
0.817820600117266,0.7117674920913188,0.06,1
-0.8355499776611075,1.349957742677347,0.016,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.1786024689665582,1.0918205640663967,-0.035,0
0.9085270021414844,-0.09074209887555448,0.046,1
-1.4537053396782578,0.7642555402300958,1.442,3
-0.3857786726228206,0.9370740579389402,0.025,1
-1.4410590229097924,0.7022229828054113,0.032,1
-0.29209364687309447,1.5948020835760786,0.058,1
-0.7891611341141715,1.26018253178952,0.058,1
1.1073947655328122,0.7635459932184001,0.071,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.8796573126313654,1.3992062975626733,0.018,1
0.5292901098046104,0.8138291514475766,0.016,1
-1.2066191148637027,0.7554804720540161,-0.095,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.5381566616618076,0.5072110206800895,-0.142,0
-2.9820327094708636,-2.3224368618747997,0.0,0
1.3110941957439588,0.5701392667144548,0.097,2
-0.7436193144139404,1.1234195250549939,0.097,2
-2.9820327094708636,-2.3224368618747997,0.0,0
0.38779265763303966,0.08242000111725556,0.053,1
-0.6099913455361574,1.2412948437540339,0.024,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.8917270954881513,-0.06610305201758221,0.032,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
7.807009467385426,-4.127405734689025,0.208,3
4.011354179329072,-1.1541662379100583,0.166,3
3.9525321059994036,-0.9109459806041559,0.121,3
4.2077960351912305,-0.8192700443624978,0.059,1
2.182255698545645,-0.19392141054292694,0.089,2
3.4759503567320715,-0.8737577324806103,0.082,2
2.4721175370832547,-0.09493614194782347,0.087,2
1.0996854535276661,0.37785101468647014,0.069,2
3.79853681363546,-1.2912481186918878,0.101,3
0.7330862973145041,-0.11295734962621808,0.116,3
3.8977211262941007,-0.9553729163125964,0.118,3
-0.2943186100378089,1.2508523834451115,0.053,1
1.7225680480905223,0.343157123962923,0.086,2
1.0414925959771648,0.46951939023904005,0.07,2
2.697430848965711,-0.0013697109210585655,0.072,2
-0.9551780610471755,0.8401658694726324,0.026,1
3.5731117957747047,-0.5494834787952957,0.102,3
1.4553657499903598,0.724191875123501,0.096,2
0.2634114842166102,0.8071205915593158,0.067,2
1.8006186828822255,0.8835063357883266,0.088,2
2.0114275747790757,0.545655172030671,0.129,3
0.9575984248297302,-0.1772584870786079,0.089,2
0.8361842213370319,0.476145331918935,0.036,1
4.955664108807353,-1.3724808320181248,0.077,2
-1.0876580541874379,0.19540329592289862,0.001,0
-1.3335273513635575,0.6719871544805396,-0.032,0
-0.6028924354427087,0.9178594163955078,0.069,2
-1.1880095029699107,0.6017216668534198,0.109,3
4.570262553880706,-1.8056015302020478,0.128,3
1.2545892119522435,-0.48622707837803614,0.057,1
-1.8494110093756426,-0.3440610591239601,0.051,1
0.6309890404965806,1.0616444083736003,0.082,2
-1.1387480362746831,1.1713878924686645,0.037,1
-0.2518127678678492,1.1586743114130973,0.039,1
-0.6734400453171289,1.2076656240894408,0.041,1
-1.099611133597679,0.9035690163239971,-0.032,0
-1.5054122302495645,0.5837138375615286,-0.022,0
-1.2864422921444125,0.9612603951787531,-0.095,0
-1.2221983365185762,0.39801018560499407,0.066,2
-2.9820327094708636,-2.3224368618747997,0.0,0
1.4105280217277794,0.14400877005215515,0.084,2
1.266146413354674,0.202215924671907,0.112,3
-0.5909312390896846,1.5578568651656133,0.087,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.7461328153816218,1.2024326555575708,0.023,1
-1.742474168222082,-0.03627319332863859,0.026,1
-1.5929665601024143,0.3256191187628655,0.048,1
-1.1301124399918139,1.058488363209525,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.4750552524795963,0.42741535556295057,0.058,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.1054410331367284,-0.5424063999042249,-0.126,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
5.376389341900437,-2.0234821131009104,0.132,3
2.282317048078668,-0.9570757519168362,0.1,3
3.4859205943349396,-0.6829794307572624,0.125,3
3.0845190051552254,-0.5560652271901133,0.092,2
2.2349633855034186,0.14300747957162058,0.061,2
2.4950884067276813,-0.33579587293173235,0.05,1
-0.33694775062749177,0.6864658581764802,-0.014,0
3.4763804965560348,-1.2879602602485773,0.088,2
3.077505396240857,-0.5378863011125037,0.085,2
2.9460891776436413,-0.4774711555022212,0.068,2
3.815027376490552,-0.29178037762996484,0.094,2
2.112780497563024,-0.31810275911116664,0.088,2
0.5312352673316464,0.9074847766227396,0.048,1
-1.538278533903482,0.4763293055057921,0.087,2
-1.4984658630084597,0.1872762576418165,0.013,1
0.055605534872146534,1.275591429658238,0.066,2
-0.5915496733075639,1.102859419210884,0.025,1
-1.6881549228901256,0.2570342080191363,-0.064,0
-1.150222154926058,0.02046663402449497,0.005,1
0.4112667232436291,0.826988774166499,0.104,3
0.19455811545544627,0.6171596157029372,0.04,1
1.9215906346668805,0.2737134829001641,0.105,3
1.9363243135496622,-0.5004467678774391,0.107,3
5.382064269668776,-1.368465372775094,0.141,3
0.6094409480114126,-0.3216094063064973,0.088,2
-1.7026287755856901,0.25438866797923265,0.089,2
-1.8756591356188734,-0.1600459305046982,0.036,1
1.897946942433073,0.2616660588533451,0.088,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.09875046051025234,0.08041498352710003,0.136,3
-1.8103748674865707,-0.05284763463743215,0.02,1
-1.8379986670735293,-0.0829797421585091,-0.153,0
-1.114692863644364,0.2999400999767318,0.066,2
-1.6441471594665036,0.15068549911198184,-0.02,0
-1.9761612311148815,-0.2869707493332674,-0.077,0
-2.9820327094708636,-2.3224368618747997,0.0,0
4.6603141047408005,-1.267755857289354,0.093,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.9696381528666185,1.3673754509265912,-0.028,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.6270249660106666,0.31751459792506154,-0.015,0
-1.066847653206532,1.2186732253125783,0.06,1
-2.9820327094708636,-2.3224368618747997,0.0,0
2.3983743215316498,-0.005865611141975655,0.115,3
-0.817658769410356,1.8774626502767455,-0.014,0
1.1803850698103031,0.7257665879692785,0.101,3
-1.81187248772762,0.002726878336639966,-0.016,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.4357410592279598,0.39035087706842486,0.067,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
3.6532245847545153,-0.5637908863151465,0.075,2
9.680146531749914,-3.999595396606411,0.133,3
5.778313891875922,-1.7738444493744732,0.138,3
3.8226760598939498,-0.8855511088220123,0.113,3
5.462600385915451,-2.3423877710807766,0.078,2
-0.6862399917411814,0.16256275193734354,0.015,1
2.33228200517463,-0.02005572547156056,0.052,1
2.792567395736487,-0.6383248123437699,0.122,3
-0.1355213883322242,-0.600005638410251,0.048,1
4.53045818900721,-0.9356684982477326,0.147,3
-0.09094956521932815,0.6930101143251292,0.095,2
0.11735263313327907,0.9661653318569249,0.069,2
4.249284606668309,-0.8651942356248443,0.081,2
-1.5570715797360195,-0.05865621718998319,-0.033,0
1.855650461428064,0.6313259192824314,0.102,3
-0.8598803780285738,0.3829965710053598,0.063,2
2.489014968065488,-0.045103049221884545,0.1,3
-0.19454966850338912,2.3391254954745397,0.034,1
-0.7728220996001024,0.8862292947204549,0.027,1
-1.0425259610694004,1.0967447339578886,-0.039,0
-0.27195506813779496,0.43108169639970517,0.044,1
-0.8643215859302245,1.039058902732684,0.047,1
2.5215398924209262,0.2600413804537327,0.102,3
0.15990774141361228,0.10247425050878807,0.072,2
-0.14631402284437503,0.8974976648099026,0.077,2
1.7946216373004422,0.19459431174794212,0.113,3
-0.6714191959879714,1.1361045719700547,0.057,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.2528957854186318,0.39912927837330825,0.057,1
2.213440800956715,0.1084319243391716,0.058,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.46510235221619217,-0.04401860111683509,0.076,2
-1.0469366285859285,0.3613202169504769,0.047,1
-1.4830271427274746,0.7217604695811983,0.076,2
0.6509937184045912,-0.1909226914779191,0.107,3
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.8941474324815313,1.0988432972007265,0.074,2
-0.7587783957472257,1.3126578397386908,0.038,1
-0.7894216308043893,0.9429701297506237,0.11,3
-1.9163225816534892,-0.2867348620442715,-0.03,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.5884565061115135,-0.04517390859706297,0.101,3
-2.9820327094708636,-2.3224368618747997,0.0,0
-1.0634295495890467,1.2581231774419008,0.025,1
1.6654011467798753,0.4037191945592299,0.093,2
-0.82143117798923,1.3240668668655138,0.045,1
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.9820327094708636,-2.3224368618747997,0.0,0
-2.2147531125956457,-0.780194221409927,-0.179,0
-0.2963442136860642,0.4563254466545391,0.131,3
0.0032098326594272534,1.2004751390747876,0.062,2
-2.9820327094708636,-2.3224368618747997,0.0,0
-0.7095007495833202,0.59175299173384,0.121,3
3.915242052929779,-1.1001606276686644,0.107,3
4.079528819974844,-1.8040456493392698,0.119,3
4.480262298865331,-1.2182423461473577,0.083,2
5.392195593204838,-1.6370341807662847,0.139,3
9.777557357741246,-3.9443082222070873,0.182,3
0.731017383771468,-0.3012025002345095,0.052,1
4.601810612895952,-1.1364667774734942,0.091,2
-0.5296680820517042,1.3778666767052237,0.043,1
-0.9364334641617227,0.8019885140835002,0.025,1
4.114292854348371,-0.9902959067255335,0.114,3
0.5911717894202081,-0.2184675180146313,0.113,3
0.20103286858106142,0.323497177027142,0.076,2
2.2590095797846046,-0.675207606776469,0.089,2
1.5841692710627575,0.09362636627466604,0.071,2
3.491571077645994,-0.14683935171602824,0.143,3
1.2918163123397324,-0.2737857022289566,0.097,2
2.009431985877007,-0.24979759313251562,0.087,2
1.9472208402526436,-1.0179475562883664,0.112,3
-1.1612844286681954,1.0546532282703742,-0.026,0
0.17737695494784772,-0.39844018147533633,0.072,2
5.552861483868063,-1.4097341314400895,0.108,3
-0.8684969071389971,1.1034196790573867,0.029,1
2.0314154054194775,0.2809517867728861,0.098,3
