pca1,pca2,metric,quartile
0.8765366610713184,-0.3527799527516985,21.8,3
2.510430880804842,0.334902853712663,34.8,3
3.2198787520741177,-0.20003034272821266,55.7,3
5.054135069802695,-0.9316151659283191,88.7,3
1.527038333636481,-0.40078212692959536,22.5,3
2.3072953394917204,0.015996617370584144,24.6,3
2.708652993999573,-0.5956641095098227,26.7,3
3.432819954541111,-0.793255829408271,55.3,3
4.889640192839891,-1.6130990220568289,71.8,3
5.4237380094813235,-1.6334606449107862,85.0,3
3.0667878115720764,0.18389391273175812,49.6,3
5.105772771236035,-1.6213276819087483,89.5,3
2.60671498884413,0.5193043213662493,45.0,3
2.2752962526977214,0.14015115520844712,24.2,3
5.769990770360025,-2.223646345823089,96.4,3
3.1341747212526876,-0.7947737130247278,32.9,3
6.398076587202239,-2.1997835449512326,89.7,3
4.1587604163858,-1.198545275684807,64.3,3
8.270456193187968,-3.1875510740998694,145.5,3
2.135687474295477,0.4499856698243366,25.2,3
2.0766610739902958,0.2748504225875803,33.4,3
4.187536759742115,-1.1829039511296504,47.8,3
2.601601937702409,-1.5519252671157828,56.2,3
2.246829780067885,-0.2645310404877264,35.8,3
2.268963706323988,0.2352321648134809,33.3,3
2.1129963987507168,0.24711742634898254,33.4,3
3.4438455884827857,-1.7406421431844616,62.8,3
3.455062125216598,-0.7162094055481372,59.6,3
2.7643869763713864,-0.45339581647389,27.4,3
3.2512257078769737,-1.5373658167079622,59.6,3
2.0299657896628025,0.16338740116954706,40.4,3
3.757531607668319,-0.7033223569669519,69.7,3
4.18414925663778,-1.008873204252369,62.5,3
2.253745934253904,-0.4313430353591534,28.6,3
5.410719526987473,-2.8376740219843346,117.0,3
4.174141312653609,-0.6976634462565579,83.7,3
2.7005852353447,-0.8460482661235886,43.8,3
0.7148261960292716,0.14761669280003725,22.8,3
3.5680760757882126,-0.36080412745875184,65.9,3
2.1930194951399122,-0.15232566109589832,35.9,3
3.7966452854995842,-2.2193649468991214,86.9,3
1.8296690359277876,-0.11893159349080498,32.1,3
1.576020560327658,0.35446218924066925,25.6,3
3.4776099207768802,-0.5262633146600136,44.7,3
1.3110941957439588,0.5701392667144548,27.2,3
7.807009467385426,-4.127405734689025,181.7,3
4.011354179329072,-1.1541662379100583,89.7,3
3.9525321059994036,-0.9109459806041559,64.9,3
4.2077960351912305,-0.8192700443624978,35.8,3
2.182255698545645,-0.19392141054292694,32.8,3
3.4759503567320715,-0.8737577324806103,40.2,3
2.4721175370832547,-0.09493614194782347,33.9,3
3.79853681363546,-1.2912481186918878,58.4,3
0.7330862973145041,-0.11295734962621808,24.9,3
3.8977211262941007,-0.9553729163125964,66.3,3
1.7225680480905223,0.343157123962923,29.5,3
2.697430848965711,-0.0013697109210585655,30.7,3
3.5731117957747047,-0.5494834787952957,55.7,3
1.4553657499903598,0.724191875123501,24.1,3
1.8006186828822255,0.8835063357883266,27.7,3
2.0114275747790757,0.545655172030671,37.2,3
4.955664108807353,-1.3724808320181248,56.3,3
4.570262553880706,-1.8056015302020478,89.8,3
1.4105280217277794,0.14400877005215515,22.0,3
1.266146413354674,0.202215924671907,28.4,3
5.376389341900437,-2.0234821131009104,84.7,3
2.282317048078668,-0.9570757519168362,40.7,3
3.4859205943349396,-0.6829794307572624,61.9,3
3.0845190051552254,-0.5560652271901133,43.7,3
2.2349633855034186,0.14300747957162058,22.8,3
2.4950884067276813,-0.33579587293173235,23.1,3
3.4763804965560348,-1.2879602602485773,47.0,3
3.077505396240857,-0.5378863011125037,38.8,3
2.9460891776436413,-0.4774711555022212,32.9,3
3.815027376490552,-0.29178037762996484,55.3,3
2.112780497563024,-0.31810275911116664,32.3,3
1.9215906346668805,0.2737134829001641,37.7,3
1.9363243135496622,-0.5004467678774391,37.8,3
5.382064269668776,-1.368465372775094,87.5,3
1.897946942433073,0.2616660588533451,28.7,3
4.6603141047408005,-1.267755857289354,55.9,3
2.3983743215316498,-0.005865611141975655,47.4,3
3.6532245847545153,-0.5637908863151465,39.8,3
9.680146531749914,-3.999595396606411,138.6,3
5.778313891875922,-1.7738444493744732,99.9,3
3.8226760598939498,-0.8855511088220123,59.0,3
5.462600385915451,-2.3423877710807766,59.4,3
2.792567395736487,-0.6383248123437699,54.5,3
4.53045818900721,-0.9356684982477326,100.6,3
4.249284606668309,-0.8651942356248443,47.2,3
1.855650461428064,0.6313259192824314,31.0,3
2.489014968065488,-0.045103049221884545,40.0,3
2.5215398924209262,0.2600413804537327,44.0,3
1.7946216373004422,0.19459431174794212,33.0,3
0.6509937184045912,-0.1909226914779191,23.4,3
1.6654011467798753,0.4037191945592299,29.6,3
3.915242052929779,-1.1001606276686644,60.3,3
4.079528819974844,-1.8040456493392698,69.8,3
4.480262298865331,-1.2182423461473577,52.4,3
5.392195593204838,-1.6370341807662847,105.1,3
9.777557357741246,-3.9443082222070873,191.4,3
4.601810612895952,-1.1364667774734942,55.4,3
4.114292854348371,-0.9902959067255335,64.2,3
0.5911717894202081,-0.2184675180146313,23.2,3
2.2590095797846046,-0.675207606776469,34.7,3
1.5841692710627575,0.09362636627466604,23.2,3
3.491571077645994,-0.14683935171602824,70.5,3
1.2918163123397324,-0.2737857022289566,28.0,3
2.009431985877007,-0.24979759313251562,28.3,3
1.9472208402526436,-1.0179475562883664,47.9,3
5.552861483868063,-1.4097341314400895,85.2,3
2.0314154054194775,0.2809517867728861,30.9,3
1.3309881182900463,-0.7315369190517386,33.8,3
3.00089079399596,-0.9368782121796156,43.4,3
1.043187675041535,1.004716231496671,27.6,3
6.178058356208804,-2.192143405722689,99.0,3
4.3998437721001435,-1.8118644466366454,81.6,3
4.467138508842554,-1.1207658067513848,71.2,3
5.244599319607935,-1.6289134797566605,77.5,3
7.353359702444594,-1.9857354841833605,145.1,3
4.935378911799966,-1.9415606285285976,38.1,3
1.9522268268633718,-1.093334350785757,30.5,3
1.8231047872964943,0.3518686311251594,44.8,3
3.1416581366885517,-1.3792339622143885,52.7,3
9.051653809898253,-3.3594709910212943,172.7,3
3.7605863699364104,-0.1887679423188551,82.6,3
7.798061031033226,-2.0208004166823716,129.7,3
4.131247830718191,-1.7202544269498004,66.0,3
3.519048301106942,-0.6187791442511763,66.3,3
